Ticker,Date/Time,Close,% Today,% Week,% Month,% Top,Volume,% Volume,Value,BarSwing<7%,Short,Middle,Long,EPS,Market,Industry,Sector
TPB,7/9/2021 00:00:00,37.00,-1.99,-1.99,-0.54,-5.85,4759000.00,97.94,176083008.00,1.00,Buy,Buy,Buy,3.58,HSX,8350 Ngan hang,8000 Tai chinh
TTF,7/9/2021 00:00:00,7.00,-0.99,-8.74,9.37,-15.25,4167000.00,62.57,29169000.00,3.00,Buy,Buy,Buy,-0.03,HSX,3720 Hang gia dung,3000 Hang Tieu dung
TVB,7/9/2021 00:00:00,13.50,-4.93,-15.63,-11.66,-15.63,765500.00,83.40,10334250.00,1.00,Sell,Buy,Buy,1.97,HNX,8780 Cong ty Chung khoan,8000 Tai chinh
TVC,7/9/2021 00:00:00,14.90,-5.70,-6.88,-1.32,-9.70,928400.00,88.82,13833160.00,1.00,Buy,Buy,Buy,3.24,HNX,8770 Dich vu tai chinh,8000 Tai chinh
VCB,7/9/2021 00:00:00,109.80,-1.08,-4.44,6.60,-5.67,2936900.00,148.07,322471616.00,3.00,Buy,Buy,Buy,5.71,HSX,8350 Ngan hang,8000 Tai chinh
VCG,7/9/2021 00:00:00,43.00,-4.23,-5.60,0.91,-10.42,296700.00,86.63,12758100.00,3.00,Buy,Buy,Buy,4.33,HSX,2350 Xay dung va Vat lieu,2000 Cong nghiep
VCI,7/9/2021 00:00:00,55.00,1.29,-5.50,35.80,-6.78,2738000.00,80.79,150590000.00,2.00,Buy,Buy,Buy,5.69,HSX,8780 Cong ty Chung khoan,8000 Tai chinh
VCS,7/9/2021 00:00:00,108.40,0.00,-3.04,7.66,-3.21,183000.00,54.15,19837200.00,2.00,Buy,Buy,Buy,9.34,HNX,2350 Xay dung va Vat lieu,2000 Cong nghiep
VHC,7/9/2021 00:00:00,39.25,-2.61,-12.78,-6.88,-17.37,1454300.00,74.39,57081276.00,1.00,Sell,Buy,Buy,3.73,HSX,3570 San xuat thuc pham,3000 Hang Tieu dung
VHM,7/9/2021 00:00:00,112.50,-2.17,-4.66,6.13,-5.14,3902100.00,85.19,438986240.00,3.00,Buy,Buy,Buy,7.88,HSX,8630 Bat dong san,8000 Tai chinh
VIB,7/9/2021 00:00:00,52.40,1.95,4.59,1.56,-0.91,6018900.00,363.26,315390368.00,1.00,Buy,Buy,Buy,4.71,HSX,8350 Ngan hang,8000 Tai chinh
VIC,7/9/2021 00:00:00,108.60,-2.16,-7.57,-11.71,-24.58,1787900.00,90.65,194165936.00,3.00,Sell,Sell,Buy,1.97,HSX,8630 Bat dong san,8000 Tai chinh
VND,7/9/2021 00:00:00,41.80,-4.13,-13.64,17.01,-13.64,7898400.00,111.52,330153120.00,0.00,Buy,Buy,Buy,5.17,HNX,8780 Cong ty Chung khoan,8000 Tai chinh
VPB,7/9/2021 00:00:00,68.80,-0.72,-4.58,-4.44,-5.36,21204600.00,96.36,1458876544.00,3.00,Buy,Buy,Buy,4.47,HSX,8350 Ngan hang,8000 Tai chinh
